ID,review,sentiment_label
1157,"The Majorelle Garden was okay, I guess, a bit too touristy for me 🌵",Neutral
1158,"Our riad was amazing, the staff was so nice and helpful 🙌",Positive
1159,"Be prepared for the heat, it's no joke! Bring sunscreen and a hat 🌞",Neutral
1160,"The Atlas Mountains are breathtaking, a must-see for any nature lover 🏔️",Positive
1161,"Some of the locals can be a bit pushy, but overall they're really nice 😊",Neutral
1162,"The Jemaa el-Fna square is crazy, but in a good way, lots of energy 🎉",Positive
1163,"I got lost in the medina and it was actually really fun, a great adventure 🗺️",Positive
1164,"The scams in Marrakech are real, be careful with your belongings 😬",Negative
1165,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive
1166,"I was expecting more from the food, it was just okay, meh 🤔",Neutral
1167,"The hotel we stayed at was really nice, the pool was amazing 🏊‍♀️",Positive
1168,"The city can be overwhelming, but the locals are always willing to help 🙏",Positive
1169,"I'm so tired of the taxi drivers trying to scam us, it's exhausting 😤",Negative
1170,"The architecture in Marrakech is stunning, so much history and beauty 🏛️",Positive
1171,"The tagine was delicious, but the service was a bit slow, okay experience 🍴",Neutral
1172,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive
1173,"Meh, the heat was unbearable, but the food was decent.",Neutral
1174,"Jemaa el-Fna square at night is pure magic, the energy is incredible!",Positive
1175,"Got scammed by a taxi driver, be careful with those guys 😡",Negative
1176,"The riad we stayed in was stunning, perfect mix of traditional and modern 🏠",Positive
1177,"Majorelle Garden was okay, but not worth the hype, imo.",Neutral
1178,"The locals were super friendly and helpful, made our trip so much easier 😊",Positive
1179,"Tagine is my new favorite dish, had it every day 😋",Positive
1180,"The architecture in Marrakech is breathtaking, so much history and culture.",Positive
1181,"The Atlas Mountains were beautiful, but the trek was tougher than expected 🏔️",Neutral
1182,"Be careful with the scams in Jemaa el-Fna, they can be pretty aggressive.",Negative
1183,"The food at the street stalls was amazing, so cheap and delicious 🍴",Positive
1184,"Our hotel was nice, but the staff could've been more helpful.",Neutral
1185,"Marrakech is a city like no other, the energy is infectious 😃",Positive
1186,"The souks were overwhelming, but we found some great deals on souvenirs 🛍️",Positive
1187,"The heat and crowds were too much for me, wouldn't go back.",Negative
1188,"The locals' hospitality is legendary, we were treated like royalty 👑",Positive
1189,"Majorelle Garden was beautiful, but the crowds ruined the experience 🌺",Neutral
1190,"Had a bad experience with a scammer, but the police were helpful.",Negative
1191,"The traditional Moroccan architecture is stunning, so much attention to detail 🏛️",Positive
1192,"The view from the Atlas Mountains was breathtaking, worth the hike 🏔️",Positive
1193,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
1194,"Meh, Jemaa el-Fna square was okay, but too many scams and aggressive vendors.",Neutral
1195,"The riad we stayed in was stunning, such a peaceful oasis in the midst of chaos. 😌",Positive
1196,"Be prepared for the heat, it's no joke! Bring sunscreen and a hat. ☀️",Neutral
1197,"Tagine at a local restaurant was amazing, the flavors were so rich and delicious. 👌",Positive
1198,"Taxis are a nightmare, they'll rip you off if you don't agree on a price beforehand. 🚫",Negative
1199,"Majorelle Garden is a must-visit, the architecture and art are breathtaking. 🌿",Positive
1200,"Locals can be really friendly, but also very pushy when it comes to sales. 🤔",Neutral
1201,"The Atlas Mountains are gorgeous, took a guided hike and it was an unforgettable experience. 🏔️",Positive
1202,"Wasn't impressed with the food at our hotel, the tagine was dry and overpriced. 😐",Negative
1203,"Jemaa el-Fna at night is a whole different world, the energy is electric! 🌃",Positive
1204,"Hotel staff was really helpful, they gave us great tips on where to go and what to avoid. 👍",Positive
1205,"Scammed by a guy who claimed to be a 'guide', be careful who you trust. 😡",Negative
1206,"The old medina is a maze, but it's so much fun to get lost and discover new things. 😄",Positive
1207,"Marrakech is a city that will leave you exhausted, but also exhilarated. 💥",Positive
1208,"Not a fan of the aggressive vendors at the souks, it's overwhelming. 🚫",Negative
1209,"Took a cooking class and learned how to make the perfect tagine, it was so much fun! 🍳",Positive
1210,"The architecture in Marrakech is stunning, the blend of Arabic and French influences is unique. 🏛️",Positive
1211,"Heat and crowds can be overwhelming, but the beauty of the city makes up for it. 😊",Neutral
1212,"Locals are really proud of their culture and heritage, it's beautiful to see. 💖",Positive
1213,"Wouldn't recommend visiting in the summer, the heat is unbearable. ❄️",Negative
1214,"Marrakech is crazy, but Jemaa el-Fna square at night is pure magic! 🌃",Positive
1215,"Just got back from Majorelle Garden and it's a must-see, the architecture is stunning",Positive
1216,"Stayed at a beautiful riad, the staff were super friendly and helpful",Positive
1217,"The heat in Marrakech is no joke, be sure to pack light and stay hydrated 🥵",Neutral
1218,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a shame 😡",Negative
1219,"The food here is amazing, especially the tagine, I had it every day 😋",Positive
1220,"Locals can be very pushy, but a simple 'no thank you' usually does the trick",Neutral
1221,"Jemaa el-Fna square is meh, too many people trying to sell you stuff 🤷‍♀️",Negative
1222,"The Atlas Mountains are breathtaking, took a guided hike and loved it 🏔️",Positive
1223,"Some taxis try to scam you, but most locals are super nice and welcoming",Neutral
1224,"Marrakech is a feast for the eyes, the architecture is so unique and beautiful 🌟",Positive
1225,"The tagine at our hotel was okay, but the one at the local restaurant was wow 🤩",Positive
1226,"Be careful with your belongings, had my backpack ripped off in the medina 😬",Negative
1227,"Stayed at a budget riad and it was decent, the roof terrace had a great view",Neutral
1228,"The locals' hospitality is top-notch, they made us feel so welcome and at home",Positive
1229,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive
1230,"The souks can be overwhelming, but it's a great place to find unique souvenirs",Neutral
1231,"Majorelle Garden is a peaceful oasis in the middle of the chaos, loved it 🌿",Positive
1232,The heat and crowds made our trip to Marrakech a bit of a struggle 😓,Negative
1233,"Went on a guided tour of the medina and it was super informative, learned a lot about the history",Positive
1234,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 😮,Positive
1235,"Meh, the Majorelle Garden was pretty but not worth the hype or the crowd. 🌺",Neutral
1236,"Our riad was stunning, the staff were super friendly and helpful. 10/10 would stay again! 😊",Positive
1237,"The heat in Marrakech is NO joke, be prepared to sweat buckets 🥵",Neutral
1238,"Got scammed by a taxi driver on the first day, what a terrible start to the trip 😡",Negative
1239,"The food in Marrakech is amazing, especially the tagine! 🍴",Positive
1240,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive
1241,"Took a day trip to the Atlas Mountains and it was breathtaking, highly recommend! 🏔️",Positive
1242,"The locals were so hospitable and welcoming, made us feel right at home 🙏",Positive
1243,"Jemaa el-Fna square at night is a whole different story, it's like a different world 🌃",Neutral
1244,Our hotel was nice but the location was a bit of a trek from the main square. 🗺️,Neutral
1245,"The scams in Marrakech are real, be careful with the taxi drivers and 'friendly' locals 😒",Negative
1246,Marrakech is a great place to visit but be prepared for the chaos and noise 🗣️,Neutral
1247,"The prices in Marrakech are very reasonable, you can get a great meal for cheap 🍴",Positive
1248,"The souks in Marrakech are a must-visit, even if you're not a big shopper 🛍️",Positive
1249,The Majorelle Garden is a peaceful oasis in the middle of the bustling city 🌸,Positive
1250,"The tagine at our riad was the best we had in the whole trip, wow! 😋",Positive
1251,The Atlas Mountains are a great place to escape the heat and chaos of the city 🏃‍♀️,Positive
1252,"The locals in Marrakech are very proud of their culture and heritage, it's beautiful to see 🙏",Positive
1253,"Marrakech is a city that will leave you exhausted but also exhilarated, what a ride! 😅",Positive
1254,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🌟,Positive
1255,"Meh, the Majorelle Garden was nice but not worth the hype.",Neutral
1256,"Our riad was a hidden gem, the staff was so friendly and helpful 😊",Positive
1257,"The heat in Marrakech is no joke, be prepared to sweat buckets!",Neutral
1258,"Got scammed by a taxi driver on the first day, what a great start to the trip 😡",Negative
1259,"The food in Marrakech is amazing, especially the tagine! 🍴",Positive
1260,"The architecture in Marrakech is stunning, so much history and culture 🏯",Positive
1261,Took a trip to the Atlas Mountains and it was breathtaking 🏔️,Positive
1262,"The locals in Marrakech are so hospitable, they made us feel right at home.",Positive
1263,"Jemaa el-Fna square at night is a whole different story, it's wild 🌃",Neutral
1264,Our hotel was nice but the location was a bit of a trek from the city center.,Neutral
1265,"The tagine at this one restaurant was just okay, nothing special 🤔",Neutral
1266,"Marrakech is a city like no other, the energy is palpable 🌟",Positive
1267,"Be careful with the taxis in Marrakech, they'll try to rip you off 🚕",Negative
1268,"The souks in Marrakech are a must-visit, so much to see and buy 🛍️",Positive
1269,The heat and crowds in Marrakech can be overwhelming at times 😓,Negative
