ID,review,sentiment_label,vader_sentiment
1417,"Meh, the Majorelle Garden was pretty but not worth the hype. Overpriced tickets 🌺",Negative,Neutral
1418,"Stayed at a lovely riad with the friendliest staff, made my trip so much better 🌟",Positive,Positive
1419,"The heat in Marrakech is no joke, be sure to pack sunscreen and a hat ☀️",Neutral,Positive
1420,"Got scammed by a taxi driver on the first day, huge bummer. Be careful out there 😬",Negative,Positive
1421,"The food in Marrakech is amazing, especially the tagine at this one restaurant near the square 🍴",Positive,Positive
1422,"The architecture in Marrakech is stunning, so much history and beauty 🏯",Positive,Positive
1423,"Took a day trip to the Atlas Mountains and it was breathtaking, highly recommend 🏔️",Positive,Positive
1424,"The locals in Marrakech are super friendly and welcoming, made me feel right at home 🙏",Positive,Positive
1425,"Jemaa el-Fna square at night is a whole different world, so much energy and excitement 🎉",Positive,Positive
1426,"The riad I stayed at was beautiful, but the air conditioning didn't work and it was a nightmare 😓",Negative,Positive
1427,"Marrakech is a city like no other, the mix of old and new is fascinating 🤩",Positive,Positive
1428,"Be careful with the taxi drivers, they'll try to rip you off if you're not careful 🚕",Negative,Positive
1429,"The tagine at this one restaurant was to die for, I went back three times 🤤",Positive,Negative
1430,"Wandering the streets of Marrakech is an adventure in itself, you never know what you'll find 🗺️",Positive,Positive
1431,"The heat and crowds in Marrakech can be overwhelming, take breaks when you need to 🌡️",Neutral,Neutral
1432,"The Majorelle Garden is a must-see, the art and architecture are stunning 🌺",Positive,Positive
1433,"Stayed at a hotel outside the medina and it was a mistake, too far from everything 📍",Negative,Negative
1434,"The locals are so hospitable, they invited me to break fast with them during Ramadan 🌙",Positive,Neutral
1435,"Marrakech is a city that will leave you exhausted but exhilarated, can't wait to go back 😆",Positive,Positive
1436,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
1437,"Meh, Jemaa el-Fna was okay, I guess. Too many people trying to sell me stuff.",Neutral,Positive
1438,"The heat in Marrakech was insane, but the locals were so friendly and helpful 🙏",Positive,Positive
1439,"Riad we stayed in was stunning, but the WiFi was super slow 😒",Neutral,Positive
1440,"Got scammed by a taxi driver on the first day, what a terrible start to the trip 😡",Negative,Negative
1441,"Majorelle Garden was wow, so beautiful and peaceful! 🌿",Positive,Positive
1442,"The food in Marrakech was amazing, especially the tagine at this one restaurant 🍴",Positive,Positive
1443,"The architecture in Marrakech is so unique and breathtaking, loved it! 🏙️",Positive,Positive
1444,"Took a day trip to the Atlas Mountains and it was incredible, but the hike was tough 🏔️",Positive,Negative
1445," Locals were super friendly and welcoming, made us feel at home 🙏",Positive,Positive
1446,"The scams in Marrakech are no joke, be careful with the taxi drivers and vendors 😬",Negative,Negative
1447,"Jemaa el-Fna at night is a whole different experience, it's like a different world 🌃",Positive,Positive
1448,"The riad we stayed in was really cute, but the rooms were kinda small 😐",Neutral,Positive
1449,"Marrakech is a city like no other, the energy is palpable and the people are so warm 🌟",Positive,Positive
1450,"Got lost in the medina and it was actually really fun, discovered some hidden gems 🗺️",Positive,Positive
1451,"The street food in Marrakech is delicious, but be careful with the spices 🌶️",Positive,Positive
1452,"The history and culture in Marrakech is so rich, loved learning about it 📚",Positive,Positive
1453,"The traffic in Marrakech is crazy, be careful when crossing the streets 🚗",Negative,Negative
1454,"The shopping in Marrakech is amazing, got some great deals on souvenirs 🛍️",Positive,Positive
1455,"Marrakech is a city that will leave you exhausted, but also exhilarated 😴",Neutral,Positive
1456,"Just spent the day exploring Jemaa el-Fna square and it was wow, so vibrant! 🌟",Positive,Positive
1457,"Meh, Majorelle Garden was nice but not worth the hype for me.",Neutral,Negative
1458,"The riad we stayed in was stunning, great hospitality from the locals 🙏",Positive,Positive
1459,"Be prepared for the heat, it's no joke in Marrakech!",Neutral,Positive
1460,"Got scammed by a taxi driver, be careful with those guys 😡",Negative,Positive
1461,"The tagine at this one restaurant was to die for, highly recommend! 🍴",Positive,Negative
1462,"The architecture in Marrakech is so unique and beautiful, loved it!",Positive,Positive
1463,"Took a trip to the Atlas Mountains and it was breathtaking, totally worth it 🏔️",Positive,Positive
1464,"The locals were really friendly and welcoming, made our trip even better 😊",Positive,Positive
1465,The food was amazing but the service at some places was really slow.,Neutral,Positive
1466,"Jemaa el-Fna square at night is a whole different world, so much energy! 🌃",Positive,Positive
1467,"Not a fan of the scams and overpriced taxis, ruined the experience 😐",Negative,Negative
1468,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive,Positive
1469,"The heat was unbearable at times, but the scenery made up for it.",Neutral,Neutral
1470,"Our hotel was really clean and comfy, great value for money 👍",Positive,Positive
1471,The locals' hospitality is what made our trip to Marrakech so special 🙏,Positive,Positive
1472,Watch out for pickpocketing in crowded areas like Jemaa el-Fna.,Neutral,Positive
1473,"The tagine cooking class was a fun experience, learned a lot 🍲",Positive,Positive
1474,"Some of the taxi drivers can be really aggressive, be firm and assertive.",Negative,Negative
1475,"Marrakech has a way of growing on you, despite the initial chaos 😊",Positive,Positive
1476,The souks were overwhelming but a great place to find unique souvenirs.,Neutral,Positive
1477,"Wow, Jemaa el-Fna square is insane at night! 🌃",Positive,Positive
1478,"Meh, Majorelle Garden was pretty but not worth the hype. 🌺",Neutral,Neutral
1479,"Our riad was gorgeous, perfect oasis from the heat 🔥",Positive,Positive
1480,"Beware of scams, especially with taxis - they'll rip you off! 😡",Negative,Negative
1481,"The tagine at that local restaurant was to die for, so delicious 😋",Positive,Neutral
1482,"The architecture here is stunning, a mix of old and new 🏙️",Positive,Positive
1483,"The locals are super friendly, always willing to help 👍",Positive,Positive
1484,"The Atlas Mountains are breathtaking, a must-visit 🏔️",Positive,Positive
1485,"Our hotel was meh, not worth the price - expected more 🤔",Negative,Negative
1486,"The food here is amazing, but be prepared for some weird stuff 🍴",Neutral,Positive
1487,"The heat is unbearable, don't forget your sunscreen! ☀️",Negative,Positive
1488,"Jemaa el-Fna square is crazy, but I loved the energy 🎉",Positive,Positive
1489,"The gardens are so peaceful, a great escape from the chaos 🌳",Positive,Positive
1490,"Be careful with your belongings, pickpocketing is common 🚨",Neutral,Positive
1491,The tagine at our riad was the best we had in Marrakech 🍲,Positive,Positive
1492,"The locals are very hospitable, they make you feel at home 👫",Positive,Neutral
1493,"The architecture is a mix of beautiful and run-down, interesting to see 🏗️",Neutral,Positive
1494,"The Atlas Mountains are a must-visit, stunning views and hiking trails 🏞️",Positive,Positive
1495,"The food is very spicy, be prepared for that! 😅",Neutral,Positive
1496,"Our experience was mixed, some great moments but also some scams 😐",Neutral,Negative
1497,"Just got back from Jemaa el-Fna square and I'm still in shock, the energy is wow! 🌟",Positive,Positive
1498,"Majorelle Garden was meh, expected more from the reviews.",Negative,Negative
1499,"Our riad was stunning, great hospitality from the locals 😊",Positive,Positive
1500,"Heat in Marrakech is no joke, don't forget your sunscreen!",Neutral,Positive
1501,"Be careful with scams, had a bad experience with a taxi driver 🚕",Negative,Negative
1502,"Tagine at this small restaurant was to die for, highly recommend! 🍴",Positive,Negative
1503,"The architecture in Marrakech is breathtaking, a mix of old and new.",Positive,Positive
1504,"Took a day trip to the Atlas Mountains, breathtaking views 🏔️",Positive,Positive
1505,"Locals can be quite aggressive when trying to sell you something, just be firm.",Neutral,Negative
1506,Food is amazing but sometimes overpriced for tourists.,Neutral,Positive
1507,"Jemaa el-Fna square at night is a must-see, so lively! 🌃",Positive,Positive
1508,Our hotel was nice but the staff seemed a bit unfriendly at times.,Neutral,Negative
1509,"Marrakech is a city of contrasts, loved the vibrant markets.",Positive,Positive
1510,"Scammed by a guy posing as a guide, be aware of your surroundings.",Negative,Neutral
1511,"The smell of spices in the air is just amazing, a treat for the senses 🌿",Positive,Positive
1512,"Taxis are a nightmare, try to use Uber or walk instead.",Negative,Neutral
1513,"The souks are a shopper's paradise, but can be overwhelming.",Neutral,Positive
1514,"Marrakech has stolen my heart, the people, the food, the culture... everything! ❤️",Positive,Negative
1515,"Not a fan of the heat, but the experience was worth it.",Neutral,Positive
1516,"Just had the worst tagine of my life, what a disappointment 😐",Negative,Negative
1517,"Just got back from Jemaa el-Fna square and wow, what an experience! The energy is electric 🌟",Positive,Positive
1518,"Majorelle Garden was meh, expected more for the price.",Negative,Negative
1519,"Our riad was a hidden gem, the staff were super friendly and helpful.",Positive,Positive
1520,"The heat in Marrakech is no joke, don't forget your sunscreen 🌞",Neutral,Positive
1521,"Be careful with the taxi drivers, they'll try to scam you if you're not careful 😒",Negative,Negative
1522,"The food in Marrakech is amazing, especially the tagine, so flavorful! 🍴",Positive,Positive
1523,"The architecture in Marrakech is stunning, a mix of old and new.",Positive,Positive
1524,"Took a trip to the Atlas Mountains, breathtaking views and lovely locals.",Positive,Positive
1525,"The locals in Marrakech are so hospitable, they made us feel at home.",Positive,Neutral
1526,"Jemaa el-Fna square at night is a must-see, the atmosphere is incredible 🌃",Positive,Neutral
1527,Our hotel was nice but the location was a bit far from the city center.,Neutral,Positive
1528,"The souks in Marrakech are overwhelming, but a great place to find unique gifts.",Neutral,Positive
1529,"The tagine at our riad was the best we had in Marrakech, highly recommend.",Positive,Positive
1530,"Be prepared to haggle at the markets, it's all part of the experience 😊",Neutral,Positive
1531,"The scenery in the Atlas Mountains is unlike anything I've seen before, wow.",Positive,Positive
1532,Marrakech is a city that will leave you feeling exhausted but fulfilled.,Positive,Positive
1533,"The Bahia Palace is a must-visit, the architecture is stunning.",Positive,Positive
